iter	CrossEntropy	Accuracy
881	0.3430533341	0.8281578947
882	0.3430262416	0.8280827068
883	0.3430036262	0.8280639098
884	0.3429801959	0.8280639098
885	0.342949299	0.8282330827
886	0.3429213646	0.8281954887
887	0.3429134699	0.8282142857
888	0.34287995	0.8284022556
889	0.3428631277	0.8284022556
890	0.3428399139	0.8284210526
891	0.3428206705	0.8283834586
892	0.3427912542	0.8283458647
893	0.3427664819	0.8284022556
894	0.3427509901	0.8284210526
895	0.3427270056	0.8284210526
896	0.3427072179	0.8284774436
897	0.3426920316	0.8284586466
898	0.342666608	0.8285714286
899	0.3426519828	0.8285902256
900	0.34263254	0.8285338346
901	0.3426188531	0.8285526316
902	0.3426012292	0.8285338346
903	0.3425736073	0.8285902256
904	0.342551733	0.8286278195
905	0.342530296	0.8286466165
906	0.342512233	0.8286842105
907	0.3424843967	0.8287218045
908	0.342453809	0.8286842105
909	0.3424288571	0.8286466165
910	0.3424117428	0.8287030075
911	0.3423837482	0.8287781955
912	0.342365763	0.8287781955
913	0.342339535	0.8287030075
914	0.342313315	0.8286090226
915	0.3422895948	0.8287406015
916	0.3422754797	0.8287218045
917	0.3422533399	0.8286842105
918	0.3422357613	0.8287030075
919	0.3422144162	0.8288157895
920	0.3421880749	0.8287969925
921	0.3421614052	0.8288909774
922	0.3421440898	0.8288533835
923	0.3421175714	0.8288909774
924	0.3420999176	0.8289661654
925	0.3420805808	0.8289473684
926	0.3420481458	0.8288909774
927	0.3420323738	0.8288721805
928	0.3419997149	0.8291165414
929	0.3419790365	0.8290977444
930	0.3419596942	0.8290601504
931	0.3419363068	0.8290225564
932	0.3419187189	0.8290789474
933	0.3419113887	0.8290789474
934	0.3418941583	0.8291165414
935	0.3418667745	0.8291165414
936	0.3418432283	0.8291541353
937	0.3418339536	0.8291729323
938	0.3418161024	0.8291165414
939	0.3418038915	0.8290977444
940	0.3417860723	0.8290601504
941	0.3417604649	0.8291165414
942	0.3417461742	0.8291353383
943	0.3417260384	0.8292105263
944	0.3416974888	0.8291729323
945	0.3416754079	0.8292481203
946	0.3416619983	0.8293421053
947	0.3416275003	0.8292293233
948	0.3416086865	0.8291165414
949	0.3415911266	0.8291729323
950	0.3415569898	0.8291541353
951	0.341529119	0.8291917293
952	0.341497052	0.8292481203
953	0.3414849495	0.8292481203
954	0.3414675331	0.8291917293
955	0.3414489406	0.8292481203
956	0.341429366	0.8292857143
957	0.3414091115	0.8292857143
958	0.3413948156	0.8293421053
959	0.3413729099	0.8293796992
960	0.3413470768	0.8293796992
961	0.3413239204	0.8293045113
962	0.3413045615	0.8292857143
963	0.3412734152	0.8293233083
964	0.3412463223	0.8293233083
965	0.3412226336	0.8293796992
966	0.3411995281	0.8295112782
967	0.3411810963	0.8295488722
968	0.3411560919	0.8295488722
969	0.3411391518	0.8295300752
970	0.3411173371	0.8295864662
971	0.3410956513	0.8296616541
972	0.3410719139	0.8296428571
973	0.3410468463	0.8296052632
974	0.3410197634	0.8296992481
975	0.3409967322	0.8296240602
976	0.340975767	0.8296804511
977	0.3409481854	0.8296992481
978	0.3409211924	0.8296616541
979	0.3409052074	0.8296616541
980	0.3408839713	0.8296616541
981	0.340872098	0.8296616541
982	0.3408406917	0.8298120301
983	0.3408191337	0.8297932331
984	0.3407965023	0.8298120301
985	0.3407674723	0.8298120301
986	0.3407451073	0.8297556391
987	0.3407156253	0.8297556391
988	0.3406932381	0.8296616541
989	0.3406753938	0.8297180451
990	0.3406591664	0.8296428571
991	0.3406431322	0.8296428571
992	0.3406236731	0.8296804511
993	0.340596637	0.8297556391
994	0.3405618161	0.829924812
995	0.3405455774	0.829887218
996	0.3405167331	0.829981203
997	0.3404957262	0.829962406
998	0.3404704217	0.829962406
999	0.3404473242	0.830037594
